,Title,Rating,Metascore,No Votes,Url,Description
633,Letters from Iwo Jima,7.8,70,168439,https://www.imdb.com/title/tt0498380/?ref_=sr_t_634,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
634,The Croods,7.2,65,227966,https://www.imdb.com/title/tt0481499/?ref_=sr_t_635,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy."
635,Quills,7.2,69,56202,https://www.imdb.com/title/tt0180073/?ref_=sr_t_636,"In a Napoleonic era insane asylum, an inmate, the irrepressible Marquis De Sade, fights a battle of wills against a tyrannically prudish doctor."
636,The Imaginarium of Doctor Parnassus,6.8,69,152958,https://www.imdb.com/title/tt1054606/?ref_=sr_t_637,A traveling theater company gives its audience much more than they were expecting.
637,The Bridges of Madison County,7.6,65,87155,https://www.imdb.com/title/tt0112579/?ref_=sr_t_638,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
638,The New World,6.7,82,88964,https://www.imdb.com/title/tt0402399/?ref_=sr_t_639,"The story of the English exploration of Virginia, and of the changing world and loves of Pocahontas."
639,Puss in Boots,6.6,74,188098,https://www.imdb.com/title/tt0448694/?ref_=sr_t_640,"An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town."
640,The Squid and the Whale,7.3,78,88688,https://www.imdb.com/title/tt0367089/?ref_=sr_t_641,Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.
641,In the Line of Fire,7.2,73,111539,https://www.imdb.com/title/tt0107206/?ref_=sr_t_642,"Secret Service agent Frank Horrigan couldn't save Kennedy, but he's determined not to let a clever assassin take out this president."
642,James and the Giant Peach,6.7,86,72973,https://www.imdb.com/title/tt0116683/?ref_=sr_t_643,"An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City."
643,Space Cowboys,6.5,47,85103,https://www.imdb.com/title/tt0186566/?ref_=sr_t_644,"When retired engineer Frank Corvin (Clint Eastwood) is called upon to rescue a failing satellite, he insists that his equally old teammates accompany him into space."
644,The Player,7.5,61,64682,https://www.imdb.com/title/tt0105151/?ref_=sr_t_645,"A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?"
645,Chaplin,7.5,65,61116,https://www.imdb.com/title/tt0103939/?ref_=sr_t_646,"An elderly Charlie Chaplin discusses his autobiography with his editor, recounting his amazing journey from his poverty-stricken childhood to world-wide success after the ingenious invention of the Little Tramp."
646,Frida,7.3,85,94133,https://www.imdb.com/title/tt0120679/?ref_=sr_t_647,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work."
647,Saving Mr,7.5,86,168374,https://www.imdb.com/title/tt2140373/?ref_=sr_t_648,"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen."
648,About Schmidt,7.2,68,132209,https://www.imdb.com/title/tt0257360/?ref_=sr_t_649,"A recently retired man embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected."
649,The Straight Story,8.0,70,95718,https://www.imdb.com/title/tt0166896/?ref_=sr_t_650,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.
650,Doubt,7.5,89,134832,https://www.imdb.com/title/tt0918927/?ref_=sr_t_651,A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.
651,"The Adventures of Priscilla, Queen of the Desert",7.5,25,53853,https://www.imdb.com/title/tt0109045/?ref_=sr_t_652,Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.
652,The Artist,7.9,79,246962,https://www.imdb.com/title/tt1655442/?ref_=sr_t_653,An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.
653,Patch Adams,6.8,62,120549,https://www.imdb.com/title/tt0129290/?ref_=sr_t_654,"The true story of a heroic man, Hunter ""Patch"" Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos."
654,The People vs,7.3,66,99487,https://www.imdb.com/title/tt0117318/?ref_=sr_t_655,"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech."
655,Loving Vincent,7.8,62,62212,https://www.imdb.com/title/tt3262342/?ref_=sr_t_656,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there."
656,Something's Gotta Give,6.7,88,127213,https://www.imdb.com/title/tt0337741/?ref_=sr_t_657,A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.
657,The Duchess,6.9,49,86503,https://www.imdb.com/title/tt0864761/?ref_=sr_t_658,"A chronicle of the life of 18th-century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life."
658,Capote,7.3,56,138858,https://www.imdb.com/title/tt0379725/?ref_=sr_t_659,"In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row."
659,DragonHeart,6.4,75,100842,https://www.imdb.com/title/tt0116136/?ref_=sr_t_660,"The last dragon and a disillusioned dragonslaying Knight must cooperate to stop an evil King, who was given partial immortality."
660,Across the Universe,7.3,79,113474,https://www.imdb.com/title/tt0445922/?ref_=sr_t_661,The music of The Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.
661,The Muppets,7.1,85,96006,https://www.imdb.com/title/tt1204342/?ref_=sr_t_662,A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.
662,Flags of Our Fathers,7.1,86,127954,https://www.imdb.com/title/tt0418689/?ref_=sr_t_663,"The life stories of the six men who raised the flag at the Battle of Iwo Jima, a turning point in World War II."
663,Mudbound,7.4,74,53168,https://www.imdb.com/title/tt2396589/?ref_=sr_t_664,"Two men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war."
664,The Big Sick,7.5,62,141763,https://www.imdb.com/title/tt5462602/?ref_=sr_t_665,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings."
665,Invictus,7.3,85,166249,https://www.imdb.com/title/tt1057500/?ref_=sr_t_666,"Nelson Mandela, in his first term as President of South Africa, initiates a unique venture to unite the Apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup."
666,Maverick,7.0,67,117250,https://www.imdb.com/title/tt0110478/?ref_=sr_t_667,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief."
667,An Education,7.3,81,137376,https://www.imdb.com/title/tt1174732/?ref_=sr_t_668,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age."
668,Finding Neverland,7.7,86,210784,https://www.imdb.com/title/tt0308644/?ref_=sr_t_669,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.
669,Short Cuts,7.7,71,46862,https://www.imdb.com/title/tt0108122/?ref_=sr_t_670,The day-to-day lives of several suburban Los Angeles residents.
670,The Kids Are All Right,7.0,72,133635,https://www.imdb.com/title/tt0842926/?ref_=sr_t_671,Two children conceived by artificial insemination bring their biological father into their non-traditional family life.
671,Damage,6.7,73,20092,https://www.imdb.com/title/tt0104237/?ref_=sr_t_672,A Member of Parliament falls passionately in love with his son's girlfriend despite the obvious dangers.
672,Girl with a Pearl Earring,6.9,58,81735,https://www.imdb.com/title/tt0335119/?ref_=sr_t_673,A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.
673,The Man Who Wasn't There,7.5,68,113759,https://www.imdb.com/title/tt0243133/?ref_=sr_t_674,"A laconic, chain-smoking barber blackmails his wife's boss and lover for money to invest in dry cleaning, but his plan goes terribly wrong."
674,Roman J,6.5,66,42208,https://www.imdb.com/title/tt6000478/?ref_=sr_t_675,"Roman J. Israel, Esq., a driven, idealistic defense attorney, finds himself in a tumultuous series of events that lead to a crisis and the necessity for extreme action."
675,Hustle & Flow,7.3,46,42674,https://www.imdb.com/title/tt0410097/?ref_=sr_t_676,"With help from his friends, a Memphis pimp in a mid-life crisis attempts to become a successful hip-hop emcee."
676,Judy,6.8,83,54048,https://www.imdb.com/title/tt7549996/?ref_=sr_t_677,Legendary performer Judy Garland arrives in London in the winter of 1968 to perform a series of sold-out concerts.
677,The Ghost and the Darkness,6.8,69,65097,https://www.imdb.com/title/tt0116409/?ref_=sr_t_678,A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.
678,Animal Kingdom,7.2,70,59843,https://www.imdb.com/title/tt1313092/?ref_=sr_t_679,A seventeen-year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.
679,Barton Fink,7.6,38,127375,https://www.imdb.com/title/tt0101410/?ref_=sr_t_680,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.
680,In & Out,6.4,45,43629,https://www.imdb.com/title/tt0119360/?ref_=sr_t_681,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.
681,August Rush,7.4,60,110317,https://www.imdb.com/title/tt0426931/?ref_=sr_t_682,An orphaned musical prodigy uses his gift to try to find his birth parents.
682,Evita,6.3,45,37144,https://www.imdb.com/title/tt0116250/?ref_=sr_t_683,"The hit musical based on the life of Eva Perón (Evita Duarte), a B-picture Argentinian actress who eventually became the wife of Argentinian president Juan Domingo Perón, and the most beloved and hated woman in Argentina."
683,Christopher Robin,7.2,47,82965,https://www.imdb.com/title/tt4575576/?ref_=sr_t_684,"A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life."
684,Elizabeth: The Golden Age,6.8,88,74359,https://www.imdb.com/title/tt0414055/?ref_=sr_t_685,"A mature Queen Elizabeth endures multiple crises late in her reign including court intrigues, an assassination plot, the Spanish Armada, and romantic disappointments."
685,Young Guns II,6.5,52,38420,https://www.imdb.com/title/tt0100994/?ref_=sr_t_686,"Billy the Kid and his band of outlaws are pursued across New Mexico territory by Sheriff Pat Garrett, whom the young gunslingers must face-off with if they are to reach the safety of the border."
686,Inside Job,8.2,68,78184,https://www.imdb.com/title/tt1645089/?ref_=sr_t_687,Takes a closer look at what brought about the 2008 financial meltdown.
687,Spirit: Stallion of the Cimarron,7.2,73,83327,https://www.imdb.com/title/tt0166813/?ref_=sr_t_688,A captured mustang remains determined to return to his herd no matter what.
688,Monster House,6.6,92,135130,https://www.imdb.com/title/tt0385880/?ref_=sr_t_689,"Three teens discover that their neighbor's house is really a living, breathing, scary monster."
689,"South Park: Bigger, Longer & Uncut",7.7,84,212713,https://www.imdb.com/title/tt0158983/?ref_=sr_t_690,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame."
690,The Act of Killing,8.2,93,40191,https://www.imdb.com/title/tt2375605/?ref_=sr_t_691,"A documentary which challenges former Indonesian death-squad leaders to reenact their mass-killings in whichever cinematic genres they wish, including classic Hollywood crime scenarios and lavish musical numbers."
691,Kubo and the Two Strings,7.7,87,136774,https://www.imdb.com/title/tt4302938/?ref_=sr_t_692,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.
692,Toni Erdmann,7.3,73,50744,https://www.imdb.com/title/tt4048272/?ref_=sr_t_693,A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.
693,Wolfwalkers,8.0,79,37237,https://www.imdb.com/title/tt5198068/?ref_=sr_t_694,A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.
694,A Royal Affair,7.5,80,49903,https://www.imdb.com/title/tt1276419/?ref_=sr_t_695,"A young queen, who is married to an insane king, falls secretly in love with her physician - and together they start a revolution that changes a nation forever."
695,Selma,7.5,83,94480,https://www.imdb.com/title/tt1020072/?ref_=sr_t_696,"A chronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965."
696,Dead Man Walking,7.5,73,100293,https://www.imdb.com/title/tt0112818/?ref_=sr_t_697,"A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families."
697,Crazy Heart,7.2,76,93596,https://www.imdb.com/title/tt1263670/?ref_=sr_t_698,A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him.
698,Wag the Dog,7.1,90,87525,https://www.imdb.com/title/tt0120885/?ref_=sr_t_699,"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal."
699,At Eternity's Gate,6.9,86,38882,https://www.imdb.com/title/tt6938828/?ref_=sr_t_700,"A look at the life of painter Vincent van Gogh during the time he lived in Arles and Auvers-sur-Oise, France."
700,United 93,7.6,72,110028,https://www.imdb.com/title/tt0475276/?ref_=sr_t_701,"A real-time account of the events on United Flight 93, one of the planes hijacked on September 11th, 2001 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot."
701,First Reformed,7.1,42,61367,https://www.imdb.com/title/tt6053438/?ref_=sr_t_702,"A minister of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past."
702,Six Degrees of Separation,6.8,82,22215,https://www.imdb.com/title/tt0108149/?ref_=sr_t_703,"An affluent New York City couple finds their lives touched, intruded upon, and compelled by a mysterious young black man who is never quite who he says he is."
703,Bicentennial Man,6.9,72,123081,https://www.imdb.com/title/tt0182789/?ref_=sr_t_704,An android endeavors to become human as he gradually acquires emotions.
704,The Constant Gardener,7.4,83,147284,https://www.imdb.com/title/tt0387131/?ref_=sr_t_705,"A widower is determined to get to the bottom of a potentially explosive secret involving his wife's murder, big business, and corporate corruption."
705,Seabiscuit,7.3,75,76018,https://www.imdb.com/title/tt0329575/?ref_=sr_t_706,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.
706,Free Solo,8.1,61,75208,https://www.imdb.com/title/tt7775622/?ref_=sr_t_707,"Alex Honnold faces the biggest challenge of his career, climbing El Capitan in Yosemite National Park. He pursues it Free Solo, which means climbing without a rope and alone."
707,Land of Mine,7.8,75,44780,https://www.imdb.com/title/tt3841424/?ref_=sr_t_708,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight."
708,The Kite Runner,7.6,56,82049,https://www.imdb.com/title/tt0419887/?ref_=sr_t_709,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble."
709,Border,7.0,83,33493,https://www.imdb.com/title/tt5501104/?ref_=sr_t_710,A customs officer who can smell fear develops an unusual attraction to a strange traveler while aiding a police investigation which will call into question her entire existence.
710,Eraser,6.2,90,117019,https://www.imdb.com/title/tt0116213/?ref_=sr_t_711,A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.
711,Milk,7.5,73,178438,https://www.imdb.com/title/tt1013753/?ref_=sr_t_712,"The story of Harvey Milk, and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official."
712,American Splendor,7.4,83,51492,https://www.imdb.com/title/tt0305206/?ref_=sr_t_713,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.
713,The Wings of the Dove,7.1,64,12931,https://www.imdb.com/title/tt0120520/?ref_=sr_t_714,"An impoverished woman who has been forced to choose between a privileged life with her wealthy aunt and her journalist lover, befriends an American heiress. When she discovers the heiress is attracted to her own lover and is dying, she sees a chance to have both the privileged life she cannot give up and the lover she cannot live without."
714,20th Century Women,7.3,62,48532,https://www.imdb.com/title/tt4385888/?ref_=sr_t_715,"The story of a teenage boy, his mother, and two other women who help raise him among the love and freedom of Southern California of 1979."
715,The Young Victoria,7.2,74,65638,https://www.imdb.com/title/tt0962736/?ref_=sr_t_716,"A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert."
716,Henry & June,6.3,54,14006,https://www.imdb.com/title/tt0099762/?ref_=sr_t_717,"Anaïs Nin meets American writer Henry Miller in Paris in 1931. She keeps a diary of her sexual awakening, which includes Henry and his wife June."
717,The Hurricane,7.6,65,101213,https://www.imdb.com/title/tt0174856/?ref_=sr_t_718,"The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence."
718,Jackass Presents: Bad Grandpa,6.5,66,97618,https://www.imdb.com/title/tt3063516/?ref_=sr_t_719,"86-year-old Irving Zisman takes a trip from Nebraska to North Carolina to take his 8 year-old grandson, Billy, back to his real father."
719,Ali,6.7,74,104265,https://www.imdb.com/title/tt0248667/?ref_=sr_t_720,"A biography of sports legend Muhammad Ali, focusing on his triumphs and controversies between 1964 and 1974."
720,Emma,6.6,83,41043,https://www.imdb.com/title/tt0116191/?ref_=sr_t_721,"While matchmaking for friends and neighbours, a young 19th Century Englishwoman nearly misses her own chance at love."
721,Frankenweenie,6.9,88,115528,https://www.imdb.com/title/tt1142977/?ref_=sr_t_722,"When a boy's beloved dog passes away suddenly, he attempts to bring the animal back to life through a powerful science experiment."
722,In the Loop,7.4,95,60818,https://www.imdb.com/title/tt1226774/?ref_=sr_t_723,A political satire about a group of skeptical American and British operatives attempting to prevent a war between two countries.
723,Howards End,7.4,85,35162,https://www.imdb.com/title/tt0104454/?ref_=sr_t_724,A businessman thwarts his wife's bequest of an estate to another woman.
724,Amour,7.9,80,104506,https://www.imdb.com/title/tt1602620/?ref_=sr_t_725,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested."
725,Half Nelson,7.1,87,90760,https://www.imdb.com/title/tt0468489/?ref_=sr_t_726,An inner-city junior high school teacher with a drug habit forms an unlikely friendship with one of his students after she discovers his secret.
726,Frost/Nixon,7.7,75,111480,https://www.imdb.com/title/tt0870111/?ref_=sr_t_727,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.
727,Can You Ever Forgive Me?,7.1,60,55381,https://www.imdb.com/title/tt4595882/?ref_=sr_t_728,"When Lee Israel falls out of step with current tastes, she turns her art form to deception."
728,Orlando,7.1,82,18243,https://www.imdb.com/title/tt0107756/?ref_=sr_t_729,"After Queen Elizabeth I commands him not to grow old, a young nobleman struggles with love and his place in the world."
729,Trumbo,7.4,92,84138,https://www.imdb.com/title/tt3203606/?ref_=sr_t_730,"In 1947, Dalton Trumbo was Hollywood's top screenwriter, until he and other artists were jailed and blacklisted for their political beliefs."
730,My Octopus Teacher,8.1,75,61383,https://www.imdb.com/title/tt12888462/?ref_=sr_t_731,"A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world."
731,Secrets & Lies,8.0,82,46369,https://www.imdb.com/title/tt0117589/?ref_=sr_t_732,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London."
732,The Two Popes,7.6,59,130929,https://www.imdb.com/title/tt8404614/?ref_=sr_t_733,"Behind Vatican walls, the conservative Pope Benedict XVI and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church."
733,Da 5 Bloods,6.5,59,54456,https://www.imdb.com/title/tt9777644/?ref_=sr_t_734,Four African-American vets battle the forces of man and nature when they return to Vietnam seeking the remains of their fallen squad leader and the gold fortune he helped them hide.
734,Michael Collins,7.1,76,33252,https://www.imdb.com/title/tt0117039/?ref_=sr_t_735,"Neil Jordan's historical biopic of Irish revolutionary Michael Collins, the man who led a guerrilla war against the UK, helped negotiate the creation of the Irish Free State, and led the National Army during the Irish Civil War."
735,Mr,7.3,70,41253,https://www.imdb.com/title/tt0113862/?ref_=sr_t_736,A frustrated composer finds fulfillment as a high school music teacher.
736,What's Love Got to Do with It,7.3,65,24125,https://www.imdb.com/title/tt0108551/?ref_=sr_t_737,"The story of singer Tina Turner's rise to stardom and how she gained the courage to break free from her abusive husband, Ike Turner."
737,The Broken Circle Breakdown,7.7,78,42831,https://www.imdb.com/title/tt2024519/?ref_=sr_t_738,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial."
738,The Horse Whisperer,6.7,56,43029,https://www.imdb.com/title/tt0119314/?ref_=sr_t_739,The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.
739,Lone Star,7.4,71,31306,https://www.imdb.com/title/tt0116905/?ref_=sr_t_740,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town."
740,Anna and the King,6.7,80,38549,https://www.imdb.com/title/tt0166485/?ref_=sr_t_741,"The story of the romance between the King of Siam and widowed British schoolteacher, Anna Leonowens, during the 1860s."
741,House of Sand and Fog,7.5,44,71536,https://www.imdb.com/title/tt0315983/?ref_=sr_t_742,An abandoned wife is evicted from her house and starts a tragic conflict with her house's new owners.
742,"Good Night, and Good Luck.",7.4,66,100585,https://www.imdb.com/title/tt0433383/?ref_=sr_t_743,Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy.
743,Kate & Leopold,6.4,76,88153,https://www.imdb.com/title/tt0035423/?ref_=sr_t_744,An English Duke from 1876 is inadvertently dragged to modern day New York where he falls for a plucky advertising executive.
744,Nixon,7.1,77,32360,https://www.imdb.com/title/tt0113987/?ref_=sr_t_745,"A biographical story of former U.S. President Richard Nixon, from his days as a young boy, to his eventual Presidency, which ended in shame."
745,Rabbit Hole,7.0,91,50803,https://www.imdb.com/title/tt0935075/?ref_=sr_t_746,Life for a happy couple is turned upside down after their young son dies in an accident.
746,Philomena,7.6,74,103065,https://www.imdb.com/title/tt2431286/?ref_=sr_t_747,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent."
747,The Sweet Hereafter,7.5,72,36416,https://www.imdb.com/title/tt0120255/?ref_=sr_t_748,"A bus crash in a small town brings a lawyer to defend the families, but he discovers everything isn't what it seems."
748,Wonder Boys,7.2,87,66106,https://www.imdb.com/title/tt0185014/?ref_=sr_t_749,"An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in."
749,The Mirror Has Two Faces,6.6,80,21459,https://www.imdb.com/title/tt0117057/?ref_=sr_t_750,"A shy, middle-aged professor enters into a romantic but non-physical relationship with an unlucky-in-love colleague."
750,ParaNorman,7.0,55,108795,https://www.imdb.com/title/tt1623288/?ref_=sr_t_751,"A misunderstood boy takes on ghosts, zombies and grown-ups to save his town from a centuries-old curse."
751,All Is Lost,6.9,66,83108,https://www.imdb.com/title/tt2017038/?ref_=sr_t_752,"After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face."
752,Lorenzo's Oil,7.3,76,23752,https://www.imdb.com/title/tt0104756/?ref_=sr_t_753,"Lorenzo Odone, a Virginia 5-year-old, develops a degenerative nerve disease so rare that nobody is working on a cure, so his parents decide to immerse themselves in research and tackle the problem themselves."
753,Hitchcock,6.8,76,78558,https://www.imdb.com/title/tt0975645/?ref_=sr_t_754,The relationship between Alfred Hitchcock and his wife Alma Reville during the filming of Psycho (1960) in 1959 is explored.
754,La Vie En Rose,7.6,87,89954,https://www.imdb.com/title/tt0450188/?ref_=sr_t_755,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy."
755,Syriana,6.9,71,133478,https://www.imdb.com/title/tt0365737/?ref_=sr_t_756,A politically charged epic about the state of the oil industry in the hands of those personally involved in and affected by it.
756,Dave,6.9,68,56226,https://www.imdb.com/title/tt0106673/?ref_=sr_t_757,An uncanny Presidential lookalike named Dave is recruited by the Secret Service to become a momentary stand-in for the President of the United States.
757,If Beale Street Could Talk,7.1,85,51792,https://www.imdb.com/title/tt7125860/?ref_=sr_t_758,A young woman embraces her pregnancy while she and her family set out to prove her childhood friend and lover innocent of a crime he didn't commit.
758,Shadow of the Vampire,6.9,85,43698,https://www.imdb.com/title/tt0189998/?ref_=sr_t_759,The filming of Nosferatu (1922) is hampered by the fact that its star Max Schreck is taking the role of a vampire far more seriously than seems humanly possible.
759,Marvin's Room,6.7,81,29616,https://www.imdb.com/title/tt0116999/?ref_=sr_t_760,"After seventeen years, a fiercely independent woman and her rebellious son return home and together they turn the family she left behind upside down."
760,Rachel Getting Married,6.7,59,50763,https://www.imdb.com/title/tt1084950/?ref_=sr_t_761,A young woman who has been in and out of rehab for the past ten years returns home for the weekend for her sister's wedding.
761,You Can Count on Me,7.5,90,31063,https://www.imdb.com/title/tt0203230/?ref_=sr_t_762,"A single mother's life is thrown into turmoil after her struggling, rarely seen younger brother returns to town."
762,A Mighty Wind,7.2,52,29194,https://www.imdb.com/title/tt0310281/?ref_=sr_t_763,Mockumentary captures the reunion of 1960s folk trio the Folksmen as they prepare for a show at The Town Hall to memorialize a recently deceased concert promoter.
763,Mighty Aphrodite,7.0,65,42248,https://www.imdb.com/title/tt0113819/?ref_=sr_t_764,"When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a ditzy porn star and prostitute."
764,Persepolis,8.0,51,98813,https://www.imdb.com/title/tt0808417/?ref_=sr_t_765,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.
765,Four Good Days,6.5,73,11522,https://www.imdb.com/title/tt10344522/?ref_=sr_t_766,A mother helps her daughter work through four crucial days of recovery from substance abuse.
766,My Week with Marilyn,6.9,83,89072,https://www.imdb.com/title/tt1655420/?ref_=sr_t_767,"Colin Clark, an employee of Sir Laurence Olivier, documents the tense interaction between Olivier and Marilyn Monroe during the production of The Prince and the Showgirl (1957)."
767,Poetic Justice,6.1,71,16256,https://www.imdb.com/title/tt0107840/?ref_=sr_t_768,Grieving hairdresser Justice goes on a road trip from South Central L.A. to Oakland on a mail truck alongside her friend and an obnoxious postal worker.
768,Mr,6.6,80,3411,https://www.imdb.com/title/tt0100200/?ref_=sr_t_769,"Set during World War II, an upper-class family begins to fall apart due to the conservative nature of the patriarch and the progressive values of his children."
769,Better Days,7.6,77,12254,https://www.imdb.com/title/tt9586294/?ref_=sr_t_770,"While she copes the the pressures of her final examinations, a bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants."
770,Florence Foster Jenkins,6.8,86,58748,https://www.imdb.com/title/tt4136084/?ref_=sr_t_771,"The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice."
771,Bugsy,6.8,65,30568,https://www.imdb.com/title/tt0101516/?ref_=sr_t_772,"The story of how Benjamin ""Bugsy"" Siegel started Las Vegas."
772,The Wife,7.2,84,42317,https://www.imdb.com/title/tt3750872/?ref_=sr_t_773,A wife questions her life choices as she travels to Stockholm to see her husband receive the Nobel Prize for Literature.
773,Nobody's Fool,7.3,85,22144,https://www.imdb.com/title/tt0110684/?ref_=sr_t_774,A stubborn man past his prime reflects on his life of strict independence and seeks more from himself.
774,Jimmy Neutron: Boy Genius,6.1,79,37368,https://www.imdb.com/title/tt0268397/?ref_=sr_t_775,An eight-year-old boy genius and his friends must rescue their parents after the adults are abducted by aliens.
775,Lagaan: Once Upon a Time in India,8.1,46,119035,https://www.imdb.com/title/tt0169102/?ref_=sr_t_776,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.
