,Title,Rating,Metascore,No Votes,Url,Description
776,Song of the Sea,8.0,88,62090,https://www.imdb.com/title/tt1865505/?ref_=sr_t_777,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world."
777,Kinsey,7.1,87,50642,https://www.imdb.com/title/tt0362269/?ref_=sr_t_778,"A look at the life of Alfred Kinsey, a pioneer in the area of human sexuality research, whose 1948 publication ""Sexual Behavior in the Human Male"" was one of the first recorded works that saw science address sexual behavior."
778,Extremely Loud & Incredibly Close,6.9,86,104579,https://www.imdb.com/title/tt0477302/?ref_=sr_t_779,"A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001."
779,Anomalisa,7.2,46,74562,https://www.imdb.com/title/tt2401878/?ref_=sr_t_780,A man crippled by the mundanity of his life experiences something out of the ordinary.
780,Shine,7.6,68,56106,https://www.imdb.com/title/tt0117631/?ref_=sr_t_781,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim."
781,The Grifters,6.9,66,30002,https://www.imdb.com/title/tt0099703/?ref_=sr_t_782,"A small-time conman has torn loyalties between his estranged mother and new girlfriend, both of whom are high-stakes grifters with their own angles to play."
782,Breakthrough,6.3,83,10759,https://www.imdb.com/title/tt7083526/?ref_=sr_t_783,"When her 14-year-old son drowns in a lake, a faithful mother prays for him to come back from the brink of death and be healed."
783,North Country,7.3,55,44494,https://www.imdb.com/title/tt0395972/?ref_=sr_t_784,"A fictionalized account of the first major successful sexual harassment case in the United States, Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit."
784,Transamerica,7.4,92,42166,https://www.imdb.com/title/tt0407265/?ref_=sr_t_785,"A transgender woman takes an unexpected journey when she learns that she had a son, now a teenage runaway hustling on the streets of New York."
785,One Night in Miami...,7.1,52,33800,https://www.imdb.com/title/tt10612922/?ref_=sr_t_786,"A fictional account of one incredible night where icons Muhammad Ali, Malcolm X, Sam Cooke, and Jim Brown gathered discussing their roles in the Civil Rights Movement and cultural upheaval of the 60s."
786,Minamata,7.2,73,22421,https://www.imdb.com/title/tt9179096/?ref_=sr_t_787,War photographer W. Eugene Smith travels back to Japan where he documents the devastating effect of mercury poisoning in coastal communities.
787,Quiz Show,7.5,60,72460,https://www.imdb.com/title/tt0110932/?ref_=sr_t_788,"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation."
788,The Iron Lady,6.4,77,112716,https://www.imdb.com/title/tt1007029/?ref_=sr_t_789,"An elderly Margaret Thatcher talks to the imagined presence of her recently deceased husband as she struggles to come to terms with his death while scenes from her past life, from girlhood to British prime minister, intervene."
789,Beyond the Lights,6.8,68,17207,https://www.imdb.com/title/tt3125324/?ref_=sr_t_790,"The pressures of fame have superstar singer Noni on the edge, until she meets Kaz, a young cop who works to help her find the courage to develop her own voice and break free to become the artist she was meant to be."
790,Nell,6.5,87,30424,https://www.imdb.com/title/tt0110638/?ref_=sr_t_791,"In a remote woodland cabin, a small-town doctor discovers Nell - a beautiful young hermit-woman with many secrets."
791,Fly Away Home,6.9,74,26811,https://www.imdb.com/title/tt0116329/?ref_=sr_t_792,A father and daughter decide to attempt to lead a flock of orphaned Canada Geese south by air.
792,Missing Link,6.7,81,28281,https://www.imdb.com/title/tt6348138/?ref_=sr_t_793,"Mr. Link recruits explorer Sir Lionel Frost to help find his long-lost relatives in the fabled valley of Shangri-La. Along with adventurer Adelina Fortnight, this trio of explorers travel the world to help their new friend."
793,Ma Rainey's Black Bottom,6.9,79,57000,https://www.imdb.com/title/tt10514222/?ref_=sr_t_794,Tensions rise when trailblazing blues singer Ma Rainey and her band gather at a recording studio in Chicago in 1927.
794,Kundun,7.0,63,30018,https://www.imdb.com/title/tt0119485/?ref_=sr_t_795,"From childhood to adulthood, Tibet's fourteenth Dalai Lama deals with Chinese oppression and other problems."
795,The Secret of Kells,7.5,77,37674,https://www.imdb.com/title/tt0485601/?ref_=sr_t_796,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers."
796,I Am Love,7.0,97,23649,https://www.imdb.com/title/tt1226236/?ref_=sr_t_797,"Emma left Russia to live with her husband in Italy. Now a member of a powerful industrial family, she is the respected mother of three, but feels unfulfilled. One day, Antonio, a talented chef and her son's friend, makes her senses kindle."
797,Don Juan DeMarco,6.7,62,52772,https://www.imdb.com/title/tt0112883/?ref_=sr_t_798,"A psychiatrist must cure a young patient who presents himself as Don Juan, the world's greatest lover."
798,Metropolitan,7.3,66,12111,https://www.imdb.com/title/tt0100142/?ref_=sr_t_799,"A group of young upper-class Manhattanites are blithely passing through the gala debutante season, when an unusual outsider joins them and stirs them up."
799,"Quo Vadis, Aida?",8.0,89,37283,https://www.imdb.com/title/tt8633462/?ref_=sr_t_800,"Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp."
800,Kon-Tiki,7.1,79,51366,https://www.imdb.com/title/tt1613750/?ref_=sr_t_801,"Legendary explorer Thor Heyerdahl's epic 4,300-mile crossing of the Pacific on a balsawood raft in 1947, in an effort to prove that it was possible for South Americans to settle in Polynesia in pre-Columbian times."
801,Marshall,7.3,56,26168,https://www.imdb.com/title/tt5301662/?ref_=sr_t_802,"The story of Thurgood Marshall, the crusading lawyer who would become the first African-American Supreme Court Justice, as he battles through one of his career-defining cases."
802,Searching for Bobby Fischer,7.4,81,41820,https://www.imdb.com/title/tt0108065/?ref_=sr_t_803,A prepubescent chess prodigy is encouraged to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.
803,Searching for Sugar Man,8.2,61,71961,https://www.imdb.com/title/tt2125608/?ref_=sr_t_804,"Two South Africans set out to discover what happened to their unlikely musical hero, the mysterious 1970s rock n roller, Rodriguez."
804,One Fine Day,6.5,79,48043,https://www.imdb.com/title/tt0117247/?ref_=sr_t_805,"The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City."
805,Beginners,7.2,57,94212,https://www.imdb.com/title/tt1532503/?ref_=sr_t_806,A young man is rocked by two announcements from his elderly father: that he has terminal cancer and that he has a young male lover.
806,Deconstructing Harry,7.3,61,47209,https://www.imdb.com/title/tt0118954/?ref_=sr_t_807,"Suffering from writer's block and eagerly awaiting his writing award, Harry Block remembers events from his past and scenes from his best-selling books as characters, real and fictional, come back to haunt him."
807,The Sessions,7.2,50,43746,https://www.imdb.com/title/tt1866249/?ref_=sr_t_808,A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.
808,Titus,7.1,65,21275,https://www.imdb.com/title/tt0120866/?ref_=sr_t_809,"Titus returns victorious from war, only to plant the seeds of future turmoil for himself and his family."
809,Fearless,7.1,70,24149,https://www.imdb.com/title/tt0106881/?ref_=sr_t_810,A man's personality is dramatically changed after surviving a major airline crash.
810,The Boxtrolls,6.8,73,60825,https://www.imdb.com/title/tt0787474/?ref_=sr_t_811,A young orphaned boy raised by underground cave-dwelling trash collectors tries to save his friends from an evil exterminator.
811,Anonymous,6.8,73,41886,https://www.imdb.com/title/tt1521197/?ref_=sr_t_812,"The theory that it was in fact Edward De Vere, Earl of Oxford, who penned Shakespeare's plays. Set against the backdrop of the succession of Queen Elizabeth I and the Essex rebellion against her."
812,Bullets Over Broadway,7.4,58,41170,https://www.imdb.com/title/tt0109348/?ref_=sr_t_813,"In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced."
813,The End of the Affair,7.0,93,23719,https://www.imdb.com/title/tt0172396/?ref_=sr_t_814,A desperate man tries to find out why his beloved left him years ago.
814,Shadowlands,7.3,75,20178,https://www.imdb.com/title/tt0108101/?ref_=sr_t_815,"C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets spirited poet Joy Gresham from the U.S."
815,Pieces of April,7.0,37,21932,https://www.imdb.com/title/tt0311648/?ref_=sr_t_816,A wayward daughter invites her dying mother and the rest of her estranged family to her apartment for Thanksgiving dinner.
816,Super Size Me,7.2,80,112267,https://www.imdb.com/title/tt0390521/?ref_=sr_t_817,"While examining the influence of the fast food industry, Morgan Spurlock personally explores the consequences on his health of a diet of solely McDonald's food for one month."
817,The Pirates! Band of Misfits,6.7,45,50825,https://www.imdb.com/title/tt1430626/?ref_=sr_t_818,Pirate Captain sets out on a mission to defeat his rivals Black Bellamy and Cutlass Liz for the Pirate of the year Award. The quest takes Captain and his crew from the shores of Blood Island to the foggy streets of Victorian London.
818,The One and Only Ivan,6.6,90,13251,https://www.imdb.com/title/tt3661394/?ref_=sr_t_819,A gorilla named Ivan tries to piece together his past with the help of an elephant named Ruby as they hatch a plan to escape from captivity.
819,Reversal of Fortune,7.2,81,18054,https://www.imdb.com/title/tt0100486/?ref_=sr_t_820,"Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal."
820,Bulworth,6.8,84,27080,https://www.imdb.com/title/tt0118798/?ref_=sr_t_821,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.
821,W.E.,6.2,79,13464,https://www.imdb.com/title/tt1536048/?ref_=sr_t_822,"The affair between King Edward VIII and American divorcée Wallis Simpson, and a contemporary romance between a married woman and a Russian security guard."
822,Whale Rider,7.5,79,43711,https://www.imdb.com/title/tt0298228/?ref_=sr_t_823,"A contemporary story of love, rejection and triumph as a young Maori girl fights to fulfill a destiny her grandfather refuses to recognize."
823,Country Strong,6.3,72,18817,https://www.imdb.com/title/tt1555064/?ref_=sr_t_824,"A rising country-music songwriter works with a fallen star to work their way to fame, causing romantic complications along the way."
824,Capturing the Friedmans,7.7,94,26761,https://www.imdb.com/title/tt0342172/?ref_=sr_t_825,"Documentary on the Friedmans, a seemingly typical, upper-middle-class Jewish family whose world is instantly transformed when the father and his youngest son are arrested and charged with shocking and horrible crimes."
825,Shaun the Sheep Movie,7.3,87,42778,https://www.imdb.com/title/tt2872750/?ref_=sr_t_826,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home."
